,db_id,original_sql
4015,tpch,"SELECT region_name, nation_name, order_count, total_spent, RANK() OVER (ORDER BY total_spent DESC) AS spending_rank FROM (SELECT r.r_name AS region_name, n.n_name AS nation_name, COUNT(ro.o_orderkey) AS order_count, SUM(ro.o_totalprice) AS total_spent FROM (SELECT o.o_orderkey, o.o_orderdate, o.o_totalprice, c.c_name, ROW_NUMBER() OVER (PARTITION BY c.c_nationkey ORDER BY o.o_totalprice DESC) AS rank FROM orders o JOIN customer c ON o.o_custkey = c.c_custkey WHERE o.o_orderdate >= DATE '1997-01-01' AND o.o_orderdate < DATE '1997-12-31') ro JOIN customer c ON ro.o_orderkey = c.c_custkey JOIN nation n ON c.c_nationkey = n.n_nationkey JOIN region r ON n.n_regionkey = r.r_regionkey WHERE ro.rank <= 5 GROUP BY r.r_name, n.n_name) ORDER BY region_name, nation_name;"
4016,tpch,"SELECT h.o_orderkey, h.o_orderdate, h.c_name, h.o_totalprice, sp.ps_partkey, sp.total_available FROM (SELECT r.o_orderkey, r.o_orderdate, r.rank, r.c_name, r.o_totalprice FROM (SELECT o.o_orderkey, o.o_orderdate, o.o_totalprice, c.c_name, c.c_acctbal, ROW_NUMBER() OVER (PARTITION BY c.c_nationkey ORDER BY o.o_totalprice DESC) AS rank FROM orders o JOIN customer c ON o.o_custkey = c.c_custkey WHERE o.o_orderdate >= DATE '1996-01-01' AND o.o_orderdate < DATE '1997-01-01') r WHERE r.rank <= 5) h JOIN lineitem l ON h.o_orderkey = l.l_orderkey JOIN (SELECT ps.ps_partkey, ps.ps_suppkey, SUM(ps.ps_availqty) AS total_available FROM partsupp ps JOIN supplier s ON ps.ps_suppkey = s.s_suppkey GROUP BY ps.ps_partkey, ps.ps_suppkey) sp ON l.l_partkey = sp.ps_partkey WHERE l.l_shipdate BETWEEN DATE '1996-01-01' AND DATE '1996-12-31' ORDER BY h.o_orderdate, h.o_totalprice DESC;"
4017,tpch,"SELECT t.o_orderkey, t.o_orderdate, t.o_totalprice, t.c_name AS customer_name, t.supplier_name, t.p_name AS part_name FROM (SELECT o_orderkey, o_orderdate, o_totalprice, c_name, supplier_name, p_name FROM (SELECT o.o_orderkey, o.o_orderdate, o.o_totalprice, c.c_name, s.s_name AS supplier_name, p.p_name, ROW_NUMBER() OVER (PARTITION BY o.o_orderkey ORDER BY l.l_extendedprice DESC) AS rank FROM orders o JOIN customer c ON o.o_custkey = c.c_custkey JOIN lineitem l ON o.o_orderkey = l.l_orderkey JOIN partsupp ps ON l.l_partkey = ps.ps_partkey JOIN supplier s ON ps.ps_suppkey = s.s_suppkey JOIN part p ON ps.ps_partkey = p.p_partkey WHERE o.o_orderdate >= '1997-01-01' AND o.o_orderdate < '1997-12-31') WHERE rank = 1) t ORDER BY t.o_totalprice DESC LIMIT 10;"
4018,tpch,"SELECT rp.p_name, rp.p_brand, rp.p_retailprice, ts.s_name AS supplier_name, hvo.customer_name, hvo.o_orderdate, hvo.o_totalprice FROM (SELECT p.p_partkey, p.p_name, p.p_brand, p.p_retailprice, ps.ps_availqty, ROW_NUMBER() OVER (PARTITION BY p.p_brand ORDER BY p.p_retailprice DESC) as rank FROM part p JOIN partsupp ps ON p.p_partkey = ps.ps_partkey) rp JOIN (SELECT s.s_suppkey, s.s_name, s.s_acctbal, n.n_name AS nation_name FROM supplier s INNER JOIN nation n ON s.s_nationkey = n.n_nationkey WHERE s.s_acctbal > (SELECT AVG(s_acctbal) FROM supplier)) ts ON rp.p_partkey = (SELECT ps.ps_partkey FROM partsupp ps WHERE ps.ps_suppkey = ts.s_suppkey LIMIT 1) JOIN lineitem li ON li.l_partkey = rp.p_partkey JOIN (SELECT o.o_orderkey, o.o_totalprice, c.c_name AS customer_name, o.o_orderdate FROM orders o JOIN customer c ON o.o_custkey = c.c_custkey WHERE o.o_totalprice > 1000) hvo ON li.l_orderkey = hvo.o_orderkey WHERE rp.rank <= 5 ORDER BY rp.p_retailprice DESC, hvo.o_orderdate ASC;"
4019,tpch,"SELECT t.o_orderkey, t.o_orderdate, t.o_totalprice, t.c_name, s.s_name, s.avg_supply_cost FROM (SELECT r.o_orderkey, r.o_orderdate, r.o_totalprice, r.c_name, r.c_acctbal FROM (SELECT o.o_orderkey, o.o_orderdate, o.o_totalprice, c.c_name, c.c_acctbal, RANK() OVER (PARTITION BY c.c_nationkey ORDER BY o.o_totalprice DESC) AS order_rank FROM orders o JOIN customer c ON o.o_custkey = c.c_custkey WHERE o.o_orderdate >= DATE '1997-01-01') r WHERE r.order_rank <= 10) t JOIN lineitem l ON t.o_orderkey = l.l_orderkey JOIN (SELECT ps.ps_partkey, ps.ps_suppkey, s.s_name, AVG(ps.ps_supplycost) AS avg_supply_cost FROM partsupp ps JOIN supplier s ON ps.ps_suppkey = s.s_suppkey GROUP BY ps.ps_partkey, ps.ps_suppkey, s.s_name) s ON l.l_partkey = s.ps_partkey WHERE t.o_totalprice > 1000.00 ORDER BY t.o_orderdate DESC, t.o_totalprice DESC;"
4020,tpch,"SELECT region, nation, supplier_name, total_cost FROM (SELECT r.r_name AS region, ns.n_name AS nation, rs.s_name AS supplier_name, rs.total_cost FROM (SELECT s.s_suppkey, s.s_name, s.s_acctbal, SUM(ps.ps_supplycost * ps.ps_availqty) AS total_cost, RANK() OVER (PARTITION BY c.c_mktsegment ORDER BY SUM(ps.ps_supplycost * ps.ps_availqty) DESC) AS supplier_rank FROM supplier s JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey JOIN part p ON ps.ps_partkey = p.p_partkey JOIN customer c ON s.s_nationkey = c.c_nationkey WHERE p.p_size > 10 AND s.s_acctbal > 5000 GROUP BY s.s_suppkey, s.s_name, s.s_acctbal, c.c_mktsegment) rs JOIN nation ns ON rs.s_suppkey = ns.n_nationkey JOIN region r ON ns.n_regionkey = r.r_regionkey WHERE rs.supplier_rank <= 5) ORDER BY region, nation, total_cost DESC;"
4021,tpch,"SELECT ro.o_orderkey, ro.o_orderdate, ro.o_totalprice, ro.c_name, li.total_revenue, ts.total_supplycost FROM (SELECT r.o_orderkey, r.o_orderdate, r.o_totalprice, r.c_name FROM (SELECT o.o_orderkey, o.o_orderdate, o.o_totalprice, c.c_name, ROW_NUMBER() OVER (PARTITION BY c.c_custkey ORDER BY o.o_orderdate DESC) AS rn FROM orders o JOIN customer c ON o.o_custkey = c.c_custkey WHERE o.o_orderstatus = 'O') r WHERE r.rn <= 5) ro LEFT JOIN (SELECT l.l_orderkey, l.l_partkey, l.l_suppkey, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_revenue FROM lineitem l GROUP BY l.l_orderkey, l.l_partkey, l.l_suppkey) li ON ro.o_orderkey = li.l_orderkey LEFT JOIN (SELECT ps.ps_suppkey, SUM(ps.ps_supplycost * ps.ps_availqty) AS total_supplycost FROM partsupp ps GROUP BY ps.ps_suppkey ORDER BY total_supplycost DESC LIMIT 10) ts ON li.l_suppkey = ts.ps_suppkey WHERE ro.o_totalprice > 5000 ORDER BY ro.o_orderdate DESC, li.total_revenue DESC;"
4022,tpch,"SELECT tc.c_name AS Customer, tc.total_revenue AS Customer_Revenue, ts.s_name AS Supplier, ts.supplier_revenue AS Supplier_Revenue FROM (SELECT c_custkey, c_name, SUM(tr.revenue) AS total_revenue FROM customer c JOIN (SELECT l_orderkey, SUM(l_extendedprice * (1 - l_discount)) AS revenue FROM lineitem WHERE l_shipdate >= DATE '1994-01-01' AND l_shipdate < DATE '1995-01-01' GROUP BY l_orderkey) tr ON c.c_custkey = (SELECT o_custkey FROM orders o WHERE o.o_orderkey = tr.l_orderkey) GROUP BY c_custkey, c_name ORDER BY total_revenue DESC LIMIT 10) tc CROSS JOIN (SELECT s.s_suppkey, s.s_name, sp.supplier_revenue FROM (SELECT s.s_suppkey, s.s_name, SUM(lp.l_extendedprice * (1 - lp.l_discount)) AS supplier_revenue FROM supplier s JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey JOIN lineitem lp ON ps.ps_partkey = lp.l_partkey GROUP BY s.s_suppkey, s.s_name) sp JOIN supplier s ON sp.s_suppkey = s.s_suppkey ORDER BY sp.supplier_revenue DESC LIMIT 5) ts ORDER BY tc.total_revenue DESC, ts.supplier_revenue DESC;"
4023,tpch,"SELECT nation, total_sales, order_count, avg_order_value, avg_supplier_balance, sales_rank FROM (SELECT nation, total_sales, order_count, avg_order_value, avg_supplier_balance, RANK() OVER (ORDER BY total_sales DESC) AS sales_rank FROM (SELECT n.n_name AS nation, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_sales, COUNT(DISTINCT o.o_orderkey) AS order_count, AVG(o.o_totalprice) AS avg_order_value, AVG(s.s_acctbal) AS avg_supplier_balance FROM nation n JOIN supplier s ON n.n_nationkey = s.s_nationkey JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey JOIN part p ON ps.ps_partkey = p.p_partkey JOIN lineitem l ON p.p_partkey = l.l_partkey JOIN orders o ON l.l_orderkey = o.o_orderkey WHERE o.o_orderdate >= '1997-01-01' AND o.o_orderdate < '1998-01-01' GROUP BY n.n_name) as SalesData) WHERE sales_rank <= 10 ORDER BY sales_rank;"
4024,tpch,"SELECT tc.c_custkey, tc.c_name, tc.total_spent, COUNT(DISTINCT os.o_orderkey) AS order_count, MAX(os.o_orderdate) AS last_order_date FROM (SELECT c.c_custkey, c.c_name, SUM(os.total_revenue) AS total_spent FROM customer c JOIN orders o ON c.c_custkey = o.o_custkey JOIN (SELECT o.o_orderkey, o.o_orderdate, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_revenue, COUNT(DISTINCT o.o_custkey) AS unique_customers FROM orders o JOIN lineitem l ON o.o_orderkey = l.l_orderkey WHERE o.o_orderdate BETWEEN DATE '1997-01-01' AND DATE '1997-12-31' GROUP BY o.o_orderkey, o.o_orderdate) os ON o.o_orderkey = os.o_orderkey GROUP BY c.c_custkey, c.c_name ORDER BY total_spent DESC LIMIT 10) tc JOIN orders o ON tc.c_custkey = o.o_custkey JOIN (SELECT o.o_orderkey, o.o_orderdate, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_revenue, COUNT(DISTINCT o.o_custkey) AS unique_customers FROM orders o JOIN lineitem l ON o.o_orderkey = l.l_orderkey WHERE o.o_orderdate BETWEEN DATE '1997-01-01' AND DATE '1997-12-31' GROUP BY o.o_orderkey, o.o_orderdate) os ON o.o_orderkey = os.o_orderkey GROUP BY tc.c_custkey, tc.c_name, tc.total_spent ORDER BY total_spent DESC;"
4025,tpch,"SELECT ns.n_name, ts.s_name, od.total_revenue, od.lineitem_count, ns.customer_count FROM (SELECT o.o_orderkey, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_revenue, COUNT(l.l_orderkey) AS lineitem_count FROM lineitem l JOIN (SELECT o.o_orderkey, o.o_totalprice, o.o_orderdate, c.c_nationkey FROM orders o JOIN customer c ON o.o_custkey = c.c_custkey WHERE o.o_totalprice > 1000) o ON l.l_orderkey = o.o_orderkey GROUP BY o.o_orderkey) od JOIN (SELECT s.s_suppkey, s.s_name, sc.total_cost FROM supplier s JOIN (SELECT s.s_suppkey, SUM(ps.ps_supplycost * ps.ps_availqty) AS total_cost FROM supplier s JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey GROUP BY s.s_suppkey) sc ON s.s_suppkey = sc.s_suppkey ORDER BY sc.total_cost DESC LIMIT 10) ts ON od.o_orderkey = ts.s_suppkey JOIN (SELECT n.n_nationkey, n.n_name, COUNT(DISTINCT c.c_custkey) AS customer_count FROM nation n JOIN customer c ON n.n_nationkey = c.c_nationkey GROUP BY n.n_nationkey, n.n_name) ns ON ts.s_suppkey = ns.n_nationkey WHERE od.total_revenue > 5000 ORDER BY ns.n_name, od.total_revenue DESC;"
4026,tpch,"SELECT ts.s_suppkey, ts.s_name, ts.s_acctbal, ts.total_value, n.n_name AS nation, r.r_name AS region FROM (SELECT sd.s_suppkey, sd.s_name, sd.s_acctbal, SUM(sd.ps_supplycost * sd.ps_availqty) AS total_value FROM (SELECT s.s_suppkey, s.s_name, s.s_nationkey, s.s_acctbal, p.p_partkey, p.p_name, ps.ps_availqty, ps.ps_supplycost, ROW_NUMBER() OVER (PARTITION BY s.s_suppkey ORDER BY ps.ps_supplycost DESC) AS rank FROM supplier s JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey JOIN part p ON ps.ps_partkey = p.p_partkey WHERE p.p_retailprice > 100.00) sd WHERE sd.rank <= 3 GROUP BY sd.s_suppkey, sd.s_name, sd.s_acctbal) ts JOIN supplier s ON ts.s_suppkey = s.s_suppkey JOIN nation n ON s.s_nationkey = n.n_nationkey JOIN region r ON n.n_regionkey = r.r_regionkey WHERE ts.total_value > 1000.00 ORDER BY ts.total_value DESC LIMIT 10;"
4027,tpch,"SELECT r.r_name AS region_name, ns.n_name AS nation_name, s.s_name AS supplier_name, COUNT(DISTINCT o.o_orderkey) AS total_orders, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_revenue, AVG(cs.total_spent) AS avg_customer_spent FROM region r JOIN nation ns ON r.r_regionkey = ns.n_regionkey JOIN supplier s ON ns.n_nationkey = s.s_nationkey JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey JOIN lineitem l ON ps.ps_partkey = l.l_partkey JOIN orders o ON l.l_orderkey = o.o_orderkey JOIN (SELECT c.c_custkey, c.c_name, COUNT(o.o_orderkey) AS order_count, SUM(o.o_totalprice) AS total_spent FROM customer c LEFT JOIN orders o ON c.c_custkey = o.o_custkey GROUP BY c.c_custkey, c.c_name) cs ON cs.c_custkey = o.o_custkey WHERE l.l_shipdate >= DATE '1997-01-01' GROUP BY r.r_name, ns.n_name, s.s_name ORDER BY total_revenue DESC LIMIT 100;"
4028,tpch,"SELECT rs.r_regionkey, rs.r_name, rs.NationCount, rs.HighValueSupplierCount, hs.TotalSpent FROM (SELECT r.r_regionkey, r.r_name, COUNT(DISTINCT n.n_nationkey) AS NationCount, SUM(CASE WHEN s.s_nationkey IN (SELECT n.n_nationkey FROM (SELECT c.c_custkey, c.c_name, c.c_nationkey, SUM(o.o_totalprice) AS TotalSpent FROM customer c JOIN orders o ON c.c_custkey = o.o_custkey GROUP BY c.c_custkey, c.c_name, c.c_nationkey HAVING SUM(o.o_totalprice) > 100000) as HighValueCustomers) THEN 1 ELSE 0 END) AS HighValueSupplierCount FROM region r JOIN nation n ON r.r_regionkey = n.n_regionkey JOIN supplier s ON n.n_nationkey = s.s_nationkey GROUP BY r.r_regionkey, r.r_name) rs JOIN (SELECT c.c_custkey, c.c_name, c.c_nationkey, SUM(o.o_totalprice) AS TotalSpent FROM customer c JOIN orders o ON c.c_custkey = o.o_custkey GROUP BY c.c_custkey, c.c_name, c.c_nationkey HAVING SUM(o.o_totalprice) > 100000) hs ON rs.r_regionkey = (SELECT n.n_regionkey FROM nation n WHERE n.n_nationkey = hs.c_nationkey) ORDER BY rs.r_regionkey, hs.TotalSpent DESC;"
4029,tpch,"SELECT n.n_name AS nation_name, r.r_name AS region_name, COUNT(DISTINCT c.c_custkey) AS total_customers, SUM(o.o_totalprice) AS total_revenue, AVG(s.s_acctbal) AS avg_supplier_balance, COUNT(DISTINCT ps.ps_partkey) AS total_parts_supplied FROM region r JOIN nation n ON r.r_regionkey = n.n_regionkey JOIN supplier s ON n.n_nationkey = s.s_nationkey JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey JOIN part p ON ps.ps_partkey = p.p_partkey JOIN lineitem l ON p.p_partkey = l.l_partkey JOIN orders o ON l.l_orderkey = o.o_orderkey JOIN customer c ON o.o_custkey = c.c_custkey WHERE r.r_name = 'ASIA' AND o.o_orderdate BETWEEN DATE '1997-01-01' AND DATE '1997-12-31' AND l.l_shipmode IN ('AIR', 'OCEAN') GROUP BY n.n_name, r.r_name HAVING SUM(o.o_totalprice) > 100000.00 ORDER BY total_revenue DESC;"
4030,tpch,"SELECT rp.p_name, rp.p_brand, ts.s_name AS supplier_name, od.total_order_value, od.unique_parts, rp.total_supply_cost, rp.supply_rank FROM (SELECT p.p_partkey, p.p_name, p.p_brand, SUM(ps.ps_supplycost * ps.ps_availqty) AS total_supply_cost, RANK() OVER (PARTITION BY p.p_brand ORDER BY SUM(ps.ps_supplycost * ps.ps_availqty) DESC) AS supply_rank FROM part p JOIN partsupp ps ON p.p_partkey = ps.ps_partkey GROUP BY p.p_partkey, p.p_name, p.p_brand) rp JOIN (SELECT s.s_suppkey, s.s_name, s.s_acctbal FROM supplier s JOIN nation n ON s.s_nationkey = n.n_nationkey WHERE n.n_name = 'GERMANY' AND s.s_acctbal > 10000) ts ON rp.p_partkey = ts.s_suppkey JOIN (SELECT o.o_orderkey, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_order_value, COUNT(DISTINCT l.l_partkey) AS unique_parts FROM orders o JOIN lineitem l ON o.o_orderkey = l.l_orderkey GROUP BY o.o_orderkey) od ON rp.p_partkey = od.o_orderkey WHERE rp.supply_rank <= 5 ORDER BY rp.p_brand, od.total_order_value DESC;"
4031,tpch,"SELECT rs.s_name AS SupplierName, rs.TotalCost AS TotalCost, tc.c_name AS CustomerName, tc.OrderCount AS NumberOfOrders, tc.TotalSpent AS AmountSpent FROM (SELECT s.s_suppkey, s.s_name, SUM(ps.ps_supplycost * ps.ps_availqty) AS TotalCost, RANK() OVER (PARTITION BY p.p_type ORDER BY SUM(ps.ps_supplycost * ps.ps_availqty) DESC) AS SupplierRank FROM supplier s JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey JOIN part p ON ps.ps_partkey = p.p_partkey GROUP BY s.s_suppkey, s.s_name, p.p_type) rs JOIN (SELECT c.c_custkey, c.c_name, c.c_acctbal, c.c_mktsegment, co.OrderCount, co.TotalSpent FROM customer c JOIN (SELECT c.c_custkey, COUNT(o.o_orderkey) AS OrderCount, SUM(o.o_totalprice) AS TotalSpent FROM customer c JOIN orders o ON c.c_custkey = o.o_custkey GROUP BY c.c_custkey) co ON c.c_custkey = co.c_custkey WHERE co.TotalSpent > 10000 ORDER BY co.TotalSpent DESC LIMIT 10) tc ON rs.SupplierRank <= 3 ORDER BY rs.TotalCost DESC, tc.TotalSpent DESC;"
4032,tpch,"SELECT rnk, p_name, s_name, ps_supplycost, ps_availqty, l_quantity, discounted_price, o_orderdate FROM (SELECT *, ROW_NUMBER() OVER (PARTITION BY p_name ORDER BY discounted_price DESC) AS rnk FROM (SELECT p.p_name, s.s_name, ps.ps_supplycost, ps.ps_availqty, l.l_quantity, l.l_extendedprice, l.l_discount, (l.l_extendedprice * (1 - l.l_discount)) AS discounted_price, o.o_orderdate, o.o_orderstatus FROM part p JOIN partsupp ps ON p.p_partkey = ps.ps_partkey JOIN supplier s ON ps.ps_suppkey = s.s_suppkey JOIN lineitem l ON p.p_partkey = l.l_partkey JOIN orders o ON l.l_orderkey = o.o_orderkey WHERE l.l_shipdate >= '1997-01-01' AND o.o_orderstatus = 'F') as SupplyDetails) WHERE rnk <= 3 ORDER BY p_name, discounted_price DESC;"
4033,tpch,"SELECT n.n_name AS nation_name, SUM(o.o_totalprice) AS total_revenue, COUNT(DISTINCT o.o_orderkey) AS number_of_orders, AVG(l.l_extendedprice * (1 - l.l_discount)) AS avg_price_per_order, COUNT(DISTINCT c.c_custkey) AS unique_customers, p.p_brand AS brand_name FROM nation n JOIN supplier s ON n.n_nationkey = s.s_nationkey JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey JOIN part p ON ps.ps_partkey = p.p_partkey JOIN lineitem l ON p.p_partkey = l.l_partkey JOIN orders o ON l.l_orderkey = o.o_orderkey JOIN customer c ON o.o_custkey = c.c_custkey WHERE l.l_shipdate BETWEEN '1997-01-01' AND '1997-12-31' AND p.p_type LIKE 'SMALL%' GROUP BY n.n_name, p.p_brand ORDER BY total_revenue DESC, unique_customers DESC LIMIT 10;"
4034,tpch,"SELECT n.n_name AS nation, r.r_name AS region, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_revenue, COUNT(DISTINCT o.o_orderkey) AS total_orders, AVG(s.s_acctbal) AS avg_supplier_balance FROM supplier s JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey JOIN part p ON ps.ps_partkey = p.p_partkey JOIN lineitem l ON p.p_partkey = l.l_partkey JOIN orders o ON l.l_orderkey = o.o_orderkey JOIN customer c ON o.o_custkey = c.c_custkey JOIN nation n ON s.s_nationkey = n.n_nationkey JOIN region r ON n.n_regionkey = r.r_regionkey WHERE o.o_orderdate >= DATE '1997-01-01' AND o.o_orderdate < DATE '1998-01-01' AND l.l_shipdate >= DATE '1997-01-01' AND l.l_shipdate < DATE '1998-01-01' GROUP BY n.n_name, r.r_name ORDER BY total_revenue DESC, total_orders DESC LIMIT 100;"
4035,tpch,"SELECT tc.c_custkey, ts.s_suppkey, ts.total_cost, tc.total_spent FROM (SELECT cs.c_custkey, cs.total_spent, cs.order_count, RANK() OVER (ORDER BY cs.total_spent DESC) as rank FROM (SELECT c.c_custkey, SUM(os.total_revenue) AS total_spent, COUNT(os.o_orderkey) AS order_count FROM customer c JOIN (SELECT o.o_orderkey, o.o_custkey, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_revenue, COUNT(l.l_orderkey) AS item_count, o.o_orderdate FROM orders o JOIN lineitem l ON o.o_orderkey = l.l_orderkey WHERE o.o_orderdate >= DATE '1997-01-01' AND o.o_orderdate < DATE '1997-12-31' GROUP BY o.o_orderkey, o.o_custkey, o.o_orderdate) os ON c.c_custkey = os.o_custkey GROUP BY c.c_custkey) cs WHERE cs.order_count > 3) tc JOIN (SELECT st.s_suppkey, st.total_cost, st.part_count, RANK() OVER (ORDER BY st.total_cost DESC) as rank FROM (SELECT s.s_suppkey, SUM(ps.ps_supplycost * ps.ps_availqty) AS total_cost, COUNT(DISTINCT ps.ps_partkey) AS part_count FROM supplier s JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey GROUP BY s.s_suppkey) st WHERE st.part_count > 5) ts ON ts.rank = 1 WHERE ts.part_count = (SELECT MAX(part_count) FROM (SELECT st.s_suppkey, st.total_cost, st.part_count, RANK() OVER (ORDER BY st.total_cost DESC) as rank FROM (SELECT s.s_suppkey, SUM(ps.ps_supplycost * ps.ps_availqty) AS total_cost, COUNT(DISTINCT ps.ps_partkey) AS part_count FROM supplier s JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey GROUP BY s.s_suppkey) st WHERE st.part_count > 5) as TopSuppliers) ORDER BY tc.total_spent DESC, ts.total_cost DESC LIMIT 10;"
4036,tpch,"SELECT * FROM (SELECT HV.c_custkey, HV.c_name, HV.total_spent, RS.s_name AS top_supplier, RS.total_supply_value FROM (SELECT C.c_custkey, C.c_name, C.total_spent, ROW_NUMBER() OVER (ORDER BY C.total_spent DESC) AS rank FROM (SELECT c.c_custkey, c.c_name, SUM(o.o_totalprice) AS total_spent FROM customer c JOIN orders o ON c.c_custkey = o.o_custkey GROUP BY c.c_custkey, c.c_name) C WHERE C.total_spent > 5000) HV JOIN (SELECT s.s_suppkey, s.s_name, n.n_name AS nation, SUM(ps.ps_supplycost * ps.ps_availqty) AS total_supply_value, ROW_NUMBER() OVER (PARTITION BY n.n_name ORDER BY SUM(ps.ps_supplycost * ps.ps_availqty) DESC) AS rn FROM supplier s JOIN nation n ON s.s_nationkey = n.n_nationkey JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey GROUP BY s.s_suppkey, s.s_name, n.n_name) RS ON HV.c_custkey % 10 = RS.rn) ORDER BY total_spent DESC, total_supply_value DESC LIMIT 100;"
4037,tpch,"SELECT r.r_name AS Region, SUM(ns.NationRevenue) AS TotalNationRevenue FROM region r JOIN nation n ON r.r_regionkey = n.n_regionkey JOIN (SELECT n.n_nationkey, SUM(ss.TotalRevenue) AS NationRevenue FROM nation n JOIN supplier s ON n.n_nationkey = s.s_nationkey JOIN (SELECT s.s_suppkey, SUM(l.l_extendedprice * (1 - l.l_discount)) AS TotalRevenue FROM supplier s JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey JOIN lineitem l ON ps.ps_partkey = l.l_partkey WHERE l.l_shipdate >= DATE '1996-01-01' AND l.l_shipdate < DATE '1997-01-01' GROUP BY s.s_suppkey) ss ON s.s_suppkey = ss.s_suppkey GROUP BY n.n_nationkey) ns ON n.n_nationkey = ns.n_nationkey GROUP BY r.r_name ORDER BY TotalNationRevenue DESC LIMIT 10;"
4038,tpch,"SELECT t.s_suppkey, t.s_name, r.r_name AS region_name, n.n_name AS nation_name, t.total_sales FROM (SELECT s.s_suppkey, s.s_name, sales.total_sales FROM (SELECT s.s_suppkey, s.s_name, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_sales FROM supplier s JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey JOIN lineitem l ON ps.ps_partkey = l.l_partkey WHERE l.l_shipdate >= DATE '1995-01-01' AND l.l_shipdate < DATE '1996-01-01' GROUP BY s.s_suppkey, s.s_name) sales JOIN supplier s ON sales.s_suppkey = s.s_suppkey ORDER BY sales.total_sales DESC LIMIT 10) t JOIN supplier s ON t.s_suppkey = s.s_suppkey JOIN nation n ON s.s_nationkey = n.n_nationkey JOIN region r ON n.n_regionkey = r.r_regionkey ORDER BY t.total_sales DESC;"
4039,tpch,"SELECT * FROM (SELECT s.s_name, s.nation_name, ss.p_name, ss.total_supply_cost, os.total_order_value FROM (SELECT s.s_suppkey, s.s_name, n.n_name AS nation_name, SUM(ps.ps_supplycost) AS total_supply_cost FROM supplier s JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey JOIN nation n ON s.s_nationkey = n.n_nationkey GROUP BY s.s_suppkey, s.s_name, n.n_name ORDER BY total_supply_cost DESC LIMIT 10) s JOIN (SELECT p.p_partkey, p.p_name, SUM(ps.ps_supplycost * ps.ps_availqty) AS total_supply_cost FROM part p JOIN partsupp ps ON p.p_partkey = ps.ps_partkey GROUP BY p.p_partkey, p.p_name) ss ON ss.p_partkey = (SELECT ps.ps_partkey FROM partsupp ps WHERE ps.ps_suppkey = s.s_suppkey LIMIT 1) JOIN (SELECT o.o_orderkey, c.c_custkey, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_order_value FROM orders o JOIN lineitem l ON o.o_orderkey = l.l_orderkey JOIN customer c ON o.o_custkey = c.c_custkey GROUP BY o.o_orderkey, c.c_custkey) os ON os.c_custkey = (SELECT c.c_custkey FROM customer c JOIN orders o ON c.c_custkey = o.o_custkey WHERE o.o_orderkey = (SELECT MIN(o_orderkey) FROM orders) LIMIT 1) WHERE ss.total_supply_cost > 1000) ORDER BY total_supply_cost DESC, total_order_value DESC;"
4040,tpch,"SELECT r.o_orderkey, r.o_orderdate, r.o_totalprice, ps.ps_supplycost, pn.nation, COUNT(DISTINCT ps.ps_suppkey) AS num_suppliers FROM (SELECT o.o_orderkey, o.o_orderdate, o.o_totalprice, o.o_orderstatus, DENSE_RANK() OVER (PARTITION BY o.o_orderstatus ORDER BY o.o_totalprice DESC) AS order_rank, o.o_custkey FROM orders o) r JOIN lineitem l ON r.o_orderkey = l.l_orderkey JOIN (SELECT ps.ps_partkey, ps.ps_suppkey, ps.ps_availqty, ps.ps_supplycost, p.p_type FROM partsupp ps JOIN part p ON ps.ps_partkey = p.p_partkey WHERE ps.ps_supplycost < (SELECT AVG(ps_supplycost) FROM partsupp)) ps ON l.l_partkey = ps.ps_partkey JOIN (SELECT c.c_custkey, c.c_name, n.n_name AS nation FROM customer c JOIN nation n ON c.c_nationkey = n.n_nationkey WHERE c.c_acctbal > 5000) pn ON r.o_custkey = pn.c_custkey WHERE r.order_rank <= 10 GROUP BY r.o_orderkey, r.o_orderdate, r.o_totalprice, ps.ps_supplycost, pn.nation ORDER BY r.o_orderdate DESC, r.o_totalprice DESC;"
